status;error;name;slug;product_url;category_url;group;category_weight;category_composition;category_weave;title_descriptor;spec_line;description_count;technical_parameters_count;technical_documents_count;data_sheets_count;certificates_count;colors_count;hero_images_count;application_images_count;fabric_photos_count;function_icons_count;care_instructions_count;technology_partners;category_function_icons;product_function_icons;certificate_badges;group_documents;data_sheets;certificates;hero_images;manifest_public_url;report_public_url;public_product_dir;source_collection;source_category_url
ok;;ArWoWear T6 Chem Pro;arwowear-t6-chem-pro;https://www.ariteks.net/arwowear-t6-chem-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Vat Dyed Workwear Fabrics Resistant to Industrial Chemicals;200 g/m²;60% CO 40% PES;3/1S Twill;60% Cotton 40% Polyester, Chemical Resistant Fabric, 200 gr/m'2;200 g/m², 60% Cotton 40% Polyester, VAT Dyed, Chemical Resistant, 2/1S Twill Fabric;3;21;9;1;8;7;1;0;0;2;5;;EN 13034;Oeko Tex Standard 100 | https://www.ariteks.net/images/functions/en_13034.jpg;EN 13034;/ariteks/fabrics/arwowear-t6-chem-pro/documents/arwowear-chem-pro-ru-ds-ver2__7e0a605a1e.pdf;/ariteks/fabrics/arwowear-t6-chem-pro/documents/arwowear-t6-chem-pro-ds__77e0b4d860.pdf;/ariteks/fabrics/arwowear-t6-chem-pro/documents/certificate-en-13034__d98a47e378.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t6-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t6-chem-pro/images/arwowear-t6-chem-pro-main-pic-m__a06926a0d0.jpg;/ariteks/fabrics/arwowear-t6-chem-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t6-chem-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t6-chem-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T7 Chem Pro;arwowear-t7-chem-pro;https://www.ariteks.net/arwowear-t7-chem-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Vat Dyed Workwear Fabrics Resistant to Industrial Chemicals;245 g/m²;60% CO 40% PES;3/1S Twill;60% Cotton 40% Polyester, Chemical Resistant Fabric, 245 gr/m'2;245 g/m², 60% Cotton 40% Polyester, VAT Dyed, Chemical Resistant, 3/1S Twill Fabric;3;21;9;1;8;7;1;0;0;2;5;;EN 13034;Oeko Tex Standard 100 | https://www.ariteks.net/images/functions/en_13034.jpg;EN 13034;/ariteks/fabrics/arwowear-t7-chem-pro/documents/arwowear-chem-pro-ru-ds-ver2__7e0a605a1e.pdf;/ariteks/fabrics/arwowear-t7-chem-pro/documents/arwowear-t7-chem-pro-ds__caa0dd6343.pdf;/ariteks/fabrics/arwowear-t7-chem-pro/documents/certificate-en-13034__d98a47e378.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t7-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t7-chem-pro/images/arwowear-t7-chem-pro-main-pic-m__d165754d1c.jpg;/ariteks/fabrics/arwowear-t7-chem-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t7-chem-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t7-chem-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T11 Chem Pro;arwowear-t11-chem-pro;https://www.ariteks.net/arwowear-t11-chem-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Vat Dyed Workwear Fabrics Resistant to Industrial Chemicals;360 g/m²;100% CO;3/1S Twill;100% Cotton Twill, Chemical Resistant Fabric, 360 gr/m'2;360 g/m², 100% Cotton, Vat Dyed, Chemical Resistant, 3/1S Twill Fabric;4;21;9;1;8;7;1;0;0;2;5;;EN 13034;Oeko Tex Standard 100 | https://www.ariteks.net/images/functions/en_13034.jpg;EN 13034;/ariteks/fabrics/arwowear-t11-chem-pro/documents/arwowear-chem-pro-ru-ds-ver2__7e0a605a1e.pdf;/ariteks/fabrics/arwowear-t11-chem-pro/documents/arwowear-t11-chem-pro-ds__7858c4b8d0.pdf;/ariteks/fabrics/arwowear-t11-chem-pro/documents/certificate-en-13034__d98a47e378.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t11-chem-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t11-chem-pro/images/arwowear-t11-chem-pro-main-pic-m__da182b7fa1.jpg;/ariteks/fabrics/arwowear-t11-chem-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t11-chem-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t11-chem-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T1 Flame Pro;arwowear-t1-flame-pro;https://www.ariteks.net/arwowear-t1-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;220 g/m²;100% CO;2/1S Twill;100% Cotton Twill, Flame Retardant Fabric, 220 gr/m'2;220 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 2/1S Twill Fabric;4;21;9;1;8;7;1;1;0;2;5;Pyrovatex;EN 11612;Oeko Tex Standard 100 | EN 11612;ISO 15025;/ariteks/fabrics/arwowear-t1-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t1-flame-pro/documents/arwowear-t1-flame-pro-ds__f099ae21c8.pdf;/ariteks/fabrics/arwowear-t1-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t1-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t1-flame-pro/images/arwowear-t1-flame-pro-main-pic-m__556574ec98.jpg;/ariteks/fabrics/arwowear-t1-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t1-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t1-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T2 Flame Pro;arwowear-t2-flame-pro;https://www.ariteks.net/arwowear-t2-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;260 g/m²;100% CO;3/1S Twill;100% Cotton Twill, Flame Retardant Fabric, 260 gr/m'2;260 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric;3;24;12;1;11;7;1;1;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;EN 11612;/ariteks/fabrics/arwowear-t2-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t2-flame-pro/documents/arwowear-t2-flame-pro-ds__26ccc80f68.pdf;/ariteks/fabrics/arwowear-t2-flame-pro/documents/certificate-arwowear-t2-11612__2f5a45d44a.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/test-report-arwowear-t2-11612__7f7bcdd6fc.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t2-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t2-flame-pro/images/arwowear-t2-flame-pro-main-pic-m__4aa0563808.jpg;/ariteks/fabrics/arwowear-t2-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t2-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t2-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T11 Flame Pro;arwowear-t11-flame-pro;https://www.ariteks.net/arwowear-t11-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;360 g/m²;100% CO;3/1S Twill;100% Cotton Twill, Flame Retardant Fabric, 360 gr/m'2;360 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric;3;24;12;1;11;7;1;1;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;EN 11611 EN 11612;/ariteks/fabrics/arwowear-t11-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t11-flame-pro/documents/arwowear-t11-flame-pro-ds__aa502d3067.pdf;/ariteks/fabrics/arwowear-t11-flame-pro/documents/certificate-en11611-en11612__8246925db8.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/161120925-test-report__ec8d5a8db5.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t11-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t11-flame-pro/images/arwowear-t11-flame-pro-main-pic-m__546b55a271.jpg;/ariteks/fabrics/arwowear-t11-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t11-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t11-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T12 Flame Pro;arwowear-t12-flame-pro;https://www.ariteks.net/arwowear-t12-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;450 g/m²;100% CO;3/1S Twill;100% Cotton Satin, Flame Retardant Fabric, 450 gr/m'2;450 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 4/1 Satin Fabric;3;24;12;1;11;4;1;0;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;EN 11611 EN 11612;/ariteks/fabrics/arwowear-t12-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t12-flame-pro/documents/arwowear-t12-flame-pro-ds__fe8393cfa0.pdf;/ariteks/fabrics/arwowear-t12-flame-pro/documents/certificate-en11611-en11612__8246925db8.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/161120925-test-report__ec8d5a8db5.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t12-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t12-flame-pro/images/arwowear-t12-flame-pro-main-pic-m__5608d0b8aa.jpg;/ariteks/fabrics/arwowear-t12-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t12-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t12-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T13 Flame Pro;arwowear-t13-flame-pro;https://www.ariteks.net/arwowear-t13-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;520 g/m²;100% CO;Satin;100% Cotton Satin, Flame Retardant Fabric, 520 gr/m'2;520 g/m², 100% Cotton, VAT Dyed, Flame Retardant (100 Wash Resistant), 5/2 Satin Fabric;3;24;12;1;11;4;1;0;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;EN 11611 EN 11612;/ariteks/fabrics/arwowear-t13-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t13-flame-pro/documents/arwowear-t13-flame-pro-ds__f6767a20cc.pdf;/ariteks/fabrics/arwowear-t13-flame-pro/documents/certificate-en11611-en11612__8246925db8.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/161120925-test-report__ec8d5a8db5.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/iso15025-50-wash__c9f36ed054.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/iso15025-100-wash__520b8f010b.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-b02-arwowear__8cd602d6db.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-c06-arwowear__3a9cf197d4.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-e04-arwowear__ed31895181.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-n01-arwowear__ebc735b9f5.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-n02-arwowear__f139a58260.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-x11-arwowear__fc2c86a062.pdf | /ariteks/fabrics/arwowear-t13-flame-pro/documents/ts-en-iso-105-x12-arwowear__c106fc055d.pdf;/ariteks/fabrics/arwowear-t13-flame-pro/images/arwowear-t13-flame-pro-main-pic-m__0a53a19f71.jpg;/ariteks/fabrics/arwowear-t13-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t13-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t13-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T20 Flame Pro;arwowear-t20-flame-pro;https://www.ariteks.net/arwowear-t20-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;260 g/m²;80% CO 20% PES;3/1S Twill;80% Cotton 20% Polyester, Flame Retardant Fabric , 260 gr/m'2;260 g/m², 80% Cotton 20% Polyester, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric;3;24;1;1;0;10;1;1;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;;/ariteks/fabrics/arwowear-t20-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t20-flame-pro/documents/arwowear-t20-flame-pro-ds__280a09aac1.pdf;;/ariteks/fabrics/arwowear-t20-flame-pro/images/arwowear-t20-flame-pro-main-pic-m__9c8e1bfeeb.jpg;/ariteks/fabrics/arwowear-t20-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t20-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t20-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T21 Flame Pro;arwowear-t21-flame-pro;https://www.ariteks.net/arwowear-t21-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;330 g/m²;80% CO 20% PES;3/1S Twill;80% Cotton 20% Polyester, Flame Retardant Fabric , 330 gr/m'2;330 g/m², 80% Cotton 20% Polyester, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric;3;24;1;1;0;10;1;0;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;;/ariteks/fabrics/arwowear-t21-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t21-flame-pro/documents/arwowear-t21-flame-pro-ds__0cbf7c188f.pdf;;/ariteks/fabrics/arwowear-t21-flame-pro/images/arwowear-t21-flame-pro-main-pic-m__c7051ce1b1.jpg;/ariteks/fabrics/arwowear-t21-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t21-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t21-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T30 Flame Pro;arwowear-t30-flame-pro;https://www.ariteks.net/arwowear-t30-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;260 g/m²;90% CO 10% PA;3/1S Twill;90% Cotton 10% Polyamide, Flame Retardant Fabric, 260 gr/m'2;260 g/m², 90% Cotton 10% Polyamide, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric;3;24;1;1;0;10;1;0;0;4;5;Pyrovatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;;/ariteks/fabrics/arwowear-t30-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t30-flame-pro/documents/arwowear-t30-flame-pro-ds__4dc5e226ca.pdf;;/ariteks/fabrics/arwowear-t30-flame-pro/images/arwowear-t30-flame-pro-main-pic-m__1d5407d8de.jpg;/ariteks/fabrics/arwowear-t30-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t30-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t30-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T31 Flame Pro;arwowear-t31-flame-pro;https://www.ariteks.net/arwowear-t31-flame-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;330 g/m²;90% CO 10% PA;3/1S Twill;90% Cotton 10% Polyamide, Flame Retardant Fabric, 330 gr/m'2;330 g/m², 90% Cotton 10% Polyamide, VAT Dyed, Flame Retardant (100 Wash Resistant), 3/1S Twill Fabric;3;24;1;1;0;10;1;0;0;4;5;Pyrıvatex;EN 11612 | EN 11611 | EN 61482-1-2;Oeko Tex Standard 100 | EN 11612 | EN 11611 | EN 61482;;/ariteks/fabrics/arwowear-t31-flame-pro/documents/arwowear-flame-pro-ru-ds-ver2__b94c0ba742.pdf;/ariteks/fabrics/arwowear-t31-flame-pro/documents/arwowear-t31-flame-pro-ds__a03a0f47b0.pdf;;/ariteks/fabrics/arwowear-t31-flame-pro/images/arwowear-t31-flame-pro-main-pic-m__9c60dfe6d7.jpg;/ariteks/fabrics/arwowear-t31-flame-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t31-flame-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t31-flame-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T0 Flame Arc Pro;arwowear-t0-flame-arc-pro;https://www.ariteks.net/arwowear-t0-flame-arc-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Antistatic, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;150 g/m²;99% CO 1% CF;1/1 Plain;99% Cotton 1% Carbon Plain, Flame Retardant Antistatic Fabric, 150 gr/m'2;150 g/m², 99% Cotton 1% Carbon, VAT Dyed, Flame Retardant (100 Wash Resistant), Antistatic, 1/1 Plain Fabric;4;22;5;1;4;2;1;0;0;3;5;Pyrovatex;EN 11612 | EN 1149-3;Oeko Tex Standard 100 | EN 11612 | EN 1149;EN 1149-5;/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-flame-arc-pro-ru-ds-ver2__5cfde7a84c.pdf;/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-t0-flame-arc-pro-ds__621590ab1a.pdf;/ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/certificate-arwowear-t0-static-pro-en-1149__5403ce75c2.pdf | /ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/test-report-arwowear-t0-static-pro-en-1149__343eea6ba1.pdf | /ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-t0-flame-arc-pro-en-14116-certificate__3a9c7fcc82.pdf | /ariteks/fabrics/arwowear-t0-flame-arc-pro/documents/arwowear-t0-flame-arc-pro-en-14116-test-report__899f835fc4.pdf;/ariteks/fabrics/arwowear-t0-flame-arc-pro/images/arwowear-t0-flame-arc-pro-main-pic-m__51bd60691e.jpg;/ariteks/fabrics/arwowear-t0-flame-arc-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t0-flame-arc-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t0-flame-arc-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
ok;;ArWoWear T1 Flame Arc Pro;arwowear-t1-flame-arc-pro;https://www.ariteks.net/arwowear-t1-flame-arc-pro.asp;https://www.ariteks.net/protection-technical-textiles.asp;Flame Retardant, Antistatic, Vat Dyed, Workwear Fabrics Resistant up to 100 Wash;220 g/m²;99% CO 1% CF;2/1S Twill;99% Cotton 1% Carbon Twill, Flame Retardant Antistatic Fabric, 220 gr/m'2;220 g/m², 99% Cotton 1% Carbon, VAT Dyed, Flame Retardant (100 Wash Resistant), Antistatic, 2/1S Twill Fabric;4;22;3;1;2;7;1;0;0;3;5;Pyrovatex;EN 11612 | EN 1149-3;Oeko Tex Standard 100 | EN 11612 | EN 1149;EN 1149-5;/ariteks/fabrics/arwowear-t1-flame-arc-pro/documents/arwowear-flame-arc-pro-ru-ds-ver2__5cfde7a84c.pdf;/ariteks/fabrics/arwowear-t1-flame-arc-pro/documents/arwowear-t1-flame-arc-pro-ds__388fe40593.pdf;/ariteks/fabrics/arwowear-t1-flame-arc-pro/documents/certificate-arwowear-t11-static-pro-en-1149__8dd8b6bcc4.pdf | /ariteks/fabrics/arwowear-t1-flame-arc-pro/documents/test-report-arwowear-t11-static-pro-en-1149__0944c81497.pdf;/ariteks/fabrics/arwowear-t1-flame-arc-pro/images/arwowear-t1-flame-arc-pro-main-pic-m__f97ed0c2b6.jpg;/ariteks/fabrics/arwowear-t1-flame-arc-pro/data/fabric-complete-record.json;/ariteks/fabrics/arwowear-t1-flame-arc-pro/docs/product-template-roadmap.md;C:\Projekty\galia-navi\public\ariteks\fabrics\arwowear-t1-flame-arc-pro;protection;https://www.ariteks.net/protection-technical-textiles.asp
