slug,name,family,family_slug,category_id,category_name_pl,category_name_en,weight,weight_gsm,composition,weave,weave_type,fibers,properties,norms,descriptor_pl,descriptor_en,specification_pl,specification_en,description_pl,primary_application_id,primary_application_pl,primary_application_en,primary_application_confidence,secondary_application_id,secondary_application_pl,secondary_application_en,secondary_application_confidence,hero_image_url,product_url_pl,product_url_en,family_url_pl,family_url_en,data_sheet_urls,certificate_urls,source_record_url,colors_count,parameters_count
arwowear-330-moda-pro-el,ArWoWear 330 Moda Pro El,ArWoWear Moda Pro 2,arwowear-moda-pro-2,fr-stretch-fleece,Trudnopalne stretch i polar,FR stretch & fleece,330 g/m²,330,58% MAC 35% CO 2% CF 5% EL,3/1 Twill,twill,mac|co|cf|el,hi-vis|fr|inherent-fr|antistatic|arc|chemical|stretch,EN ISO 20471|EN ISO 11612|EN 1149|EN 61482|EN 13034|OEKO-TEX 100,"58% Modakrylowy 35% CO 2% Węgiel 5% Elastan, Trudnopalna Inherentnie Tkanina Elastanowa Antystatyczna","58% Modacrylic 35% Cotton 2% Carbon 5% Elasthane, Inherent Flame Retardant Elastane Antistatic Fabric","330 g/m², 58% Modakrylowy 35% CO 2% Węgiel 5% Elastan, Trudnopalna Inherentnie, Elastan, Antystatyczna Tkanina w Splocie Skośnym 3/1S","330 g/m², 58% Modacrylic 35% Cotton 2% Carbon 5% Elastane, Inherent Flame Retardant, Elastane,Antistatic 3/1S Twill Fabric","Tkanina w splocie skośnym 58% Modakrylowy 35% CO 2% Węgiel 5% Elastan, trudnopalna inherentnie, elastanowa, antystatyczna. || Tkanina ArWoWear 330 Moda Pro El znajduje zastosowanie przede wszystkim w odzieży dla pracowników branży elektrycznej oraz w aplikacjach militarnych. || Charakteryzuje się wysoką odpornością na działanie promieniowania słonecznego – odporność wybarwień na poziomie 4–5. || ArWoWear 330 Moda Pro El jest trudnopalna inherentnie, posiadająca certyfikację EN 11612. || Nadaje się do zastosowań antystatycznych, posiada certyfikację EN ISO 1149. || Zapewnia ochronę przed łukiem elektrycznym zgodnie z certyfikacją EN 61482 klasa 1 (4 kA).",energy,Energetyka,Energy sector,78,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-330-moda-pro-el/images/arwowear-330-moda-pro-el-main-pic-m__a3be2f9746.jpg,https://ariteks.pl/fabrics/arwowear-moda-pro-2/arwowear-330-moda-pro-el,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2/arwowear-330-moda-pro-el,https://ariteks.pl/fabrics/arwowear-moda-pro-2,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2,https://ariteks.pl/ariteks/fabrics/arwowear-330-moda-pro-el/documents/arwowear-330-moda-pro-el-ds__041110a3ac.pdf,,https://ariteks.pl/ariteks/fabrics/arwowear-330-moda-pro-el/data/fabric-complete-record.json,2,26
ar3iplik-moda-pro,Ar3İplik Moda Pro,ArWoWear Moda Pro 2,arwowear-moda-pro-2,fr-stretch-fleece,Trudnopalne stretch i polar,FR stretch & fleece,300 g/m²,300,60% MAC 38% CO 2% CF,Fleece,fleece,mac|co|cf,hi-vis|fr|inherent-fr|antistatic|arc|chemical|stretch,EN ISO 20471|EN ISO 11612|EN 1149|EN 61482|EN 13034|OEKO-TEX 100,"60% Modakryl 38% CO 2% Carbon, Trudnopalna Inherentnie Dzianina Polarowa Antystatyczna","60% Modacrylic 38% Cotton 2% Carbon, Inherent Fleece Flame Retardant Antistatic Fabric","300 g/m², 60% Modakryl 38% CO 2% Carbon, Trudnopalna Inherentnie","300 g/m², 60% Modacrylic 38% Cotton 2% Carbon, Inherent Flame Retardant","Antystatyczna dzianina polarowa: 60% modakryl, 38% CO, 2% carbon – trudnopalna inherentnie tkanina polarowa z właściwościami antystatycznymi. Tkanina Ar3İplik Moda Pro znajduje zastosowanie w odzieży roboczej kierowców zajmujących się dystrybucją ropy i gazu. Kolejne obszary użytkowania to zakłady chemiczne oraz aplikacje trudnopalne w strefach zimnych. || Charakteryzuje się wysoką odpornością na działanie promieniowania słonecznego – stopień odporności na światło wynosi 6–7. || Tkaniny Ar3Iplik Moda Pro są trudnopalne inherentnie, posiadają certyfikat EN 11612. || Przeznaczone do zastosowań antystatycznych, certyfikowane zgodnie z EN ISO 1149-5. || Zapewniają ochronę przed łukiem elektrycznym zgodnie z certyfikatem EN 61482 klasa 1 (4 kA). || Certyfikowane zgodnie z EN 20471.",hivis,Odzież ostrzegawcza hi-vis,High-visibility apparel,85,,,,,https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/images/ar3iplik-moda-pro-main-pic-m__d3d00cb484.jpg,https://ariteks.pl/fabrics/arwowear-moda-pro-2/ar3iplik-moda-pro,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2/ar3iplik-moda-pro,https://ariteks.pl/fabrics/arwowear-moda-pro-2,https://ariteks.pl/en/fabrics/arwowear-moda-pro-2,https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/documents/ar3iplik-moda-pro-ds__5cacdd0256.pdf,https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/documents/arshirt-moda-pro-en-11612-certificate__80a2b65e0d.pdf|https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/documents/arshirt-moda-pro-en-11612-test-report__aab270a042.pdf|https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/documents/arshirt-moda-pro-en-1149-certificate__586eb902a0.pdf|https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/documents/arshirt-moda-pro-en-1149-test-report__c0563adafd.pdf,https://ariteks.pl/ariteks/fabrics/ar3iplik-moda-pro/data/fabric-complete-record.json,3,24
ard3e3,ArD3E3,ArD3E3,ard3e3,molten-metal,Ochrona przed roztopionym metalem,Molten metal protection,350 g/m²,350,54% CV 20% PA6.6 20% WO 5% p-AR 1% CF,Satin,satin,cv|pa66|wo|p-ar|cf,hi-vis|fr|inherent-fr|antistatic|arc|molten-metal|chemical,EN ISO 20471|EN ISO 11612|EN ISO 11611|EN 1149|EN 61482|EN 13034|OEKO-TEX 100,"54% Wiskoza Fr 20% Polyamide 6.6 20% Wełna 5% p-AR 1% Węgiel, Tkanina Trudnopalna Inherentnie Antystatyczna do Ochrony przed Rozpryskami Stopionego Metalu","54% Viscose Fr 20% Polyamide 6.6 20% Wool 5% p-aramid 1% Carbon, Inherent Flame Retardant Antistatic Molten Metal Splash Fabric","350 g/m², 54% Wiskoza Fr 20% Polyamide 6.6 20% Wełna 5% p-AR 1% Węgiel, Trudnopalna Inherentnie","350 g/m², 54% Viscose Fr 20% Polyamide 6.6 20% Wool 5% p-aramid 1% Carbon, Inherent Flame Retardant","Antystatyczna tkanina satynowa 54% Wiskoza Fr 20% Polyamide 6.6 20% Wełna 5% p-AR 1% Węgiel – trudnopalna inherentnie tkanina antystatyczna w splocie satynowym, przeznaczona do ochrony przed rozpryskami stopionego metalu. Tkanina ArD3E3 stosowana jest do produkcji kurtek i spodni roboczych dla branży metalurgicznej, stalowej i aluminiowej. || Wykazuje odporność na rozpryski stopionego metalu w temperaturze około 1500°C. || Tkanina ArD3E3 jest trudnopalna inherentnie, posiada certyfikację zgodną z EN 11612 na poziomie D3 E3. || Przeznaczona do zastosowań antystatycznych, certyfikowana zgodnie z EN ISO 1149-5. || Zapewnia ochronę przed łukiem elektrycznym, potwierdzoną certyfikacją EN 61482 klasy 1 (4 kA).",welding,Hutnictwo i spawalnictwo,Metallurgy and welding,93,,,,,https://ariteks.pl/ariteks/fabrics/ard3e3/images/ard3e3-main-pic-m__87b5d67840.jpg,https://ariteks.pl/fabrics/ard3e3/ard3e3,https://ariteks.pl/en/fabrics/ard3e3/ard3e3,https://ariteks.pl/fabrics/ard3e3,https://ariteks.pl/en/fabrics/ard3e3,https://ariteks.pl/ariteks/fabrics/ard3e3/documents/ard3e3-ds__639e948749.pdf,,https://ariteks.pl/ariteks/fabrics/ard3e3/data/fabric-complete-record.json,5,26
arbo,ArBo,ArBo,arbo,pbo,Tkaniny PBO ultra ognioodporne,PBO ultra fire-resistant,220 g/m²,220,58% p-AR 40% PBO 2% CF,Plain,plain,p-ar|pbo|cf,fr|antistatic,EN 1149|EN 469|OEKO-TEX 100,"Tkanina 58% para-Aramid 40% Pbo 2% Carbon, 220 g/m²","58% para Aramid 40% Pbo 2% Carbon fabric, 220 gr/m'2","220 g/m², 58% p-Aramid 40% Pbo 2% C","220 g/m², 58% p-Aramid 40% Pbo 2% C","arbon, trudnopalny inherentnie, antystatyczny, splot płócienny || Najwytrzymalsza na świecie syntetyczna tkanina techniczna zawierająca włókno Pbo (polifenylenobenzobisoksazol) || 220 g/m², 58% p-Aramid, 40% Pbo, 2% Carbon. ArBo jest przeznaczone do ubiorów strażackich. || ArBo to tkanina o wyjątkowo wysokiej odporności ogniowej || Tkanina trudnopalna z certyfikatem EN 469. || Antystatyczny (EN 1149-5) || ArBo to tkanina o najlepszych parametrach we wszystkich kategoriach wymaganych dla ubiorów interwencyjnych.",firefighting,Straż pożarna,Firefighting,99,,,,,https://ariteks.pl/ariteks/fabrics/arbo/images/arbo-main-pic-m__3f82993542.jpg,https://ariteks.pl/fabrics/arbo/arbo,https://ariteks.pl/en/fabrics/arbo/arbo,https://ariteks.pl/fabrics/arbo,https://ariteks.pl/en/fabrics/arbo,https://ariteks.pl/ariteks/fabrics/arbo/documents/arbo-ds__d7e332f70c.pdf,,https://ariteks.pl/ariteks/fabrics/arbo/data/fabric-complete-record.json,1,23
arbo-dark,ArBo Dark,ArBo,arbo,pbo,Tkaniny PBO ultra ognioodporne,PBO ultra fire-resistant,220 g/m²,220,58% p-AR 40% PBO 2% CF,Plain,plain,p-ar|pbo|cf,fr|inherent-fr|antistatic,EN 1149|EN 469|OEKO-TEX 100,"Tkanina 58% para-Aramid 40% Pbo 2% Carbon, 220 g/m²","58% para Aramid 40% Pbo 2% Carbon fabric, 220 gr/m'2","220 g/m², 58% p-Aramid 40% Pbo 2% Carbon, trudnopalna inherentnie, antystatyczna, splot płócienny","220 g/m², 58% p-Aramid 40% Pbo 2% Carbon, Inherent Flame Retardant, Antistatic, Plain Fabric","Najmocniejsza na świecie syntetyczna tkanina techniczna zawierająca włókno Pbo (polifenyleno-benzobisoksazol). || 220 g/m², 58% p-Aramid, 40% Pbo, 2% Carbon. ArBo Dark została zaprojektowana z myślą o zastosowaniach militarnych. || ArBo Dark to tkanina o wyjątkowo wysokiej odporności ogniowej. || Tkanina trudnopalna posiadająca certyfikację EN 469. || Antystatyczna (EN 1149-5). || ArBo Dark to tkanina osiągająca najlepsze wyniki we wszystkich kategoriach istotnych dla zastosowań militarnych.",firefighting,Straż pożarna,Firefighting,95,military,Wojsko i służby mundurowe,Military and uniformed services,85,https://ariteks.pl/ariteks/fabrics/arbo-dark/images/arbo-dark-main-pic-m__77c9cdce06.jpg,https://ariteks.pl/fabrics/arbo/arbo-dark,https://ariteks.pl/en/fabrics/arbo/arbo-dark,https://ariteks.pl/fabrics/arbo,https://ariteks.pl/en/fabrics/arbo,https://ariteks.pl/ariteks/fabrics/arbo-dark/documents/arbo-dark-ds__7a95bce3e7.pdf,,https://ariteks.pl/ariteks/fabrics/arbo-dark/data/fabric-complete-record.json,1,23
aramid-d5-180-rb,Aramid D5 180 Rb,Aramid,aramid,pbo,Tkaniny PBO ultra ognioodporne,PBO ultra fire-resistant,180 g/m²,180,46% m-AR 50% p-AR 2% PBO 2% CF,2/2 Twill Ripstop,ripstop,m-ar|p-ar|pbo|cf,fr|inherent-fr|antistatic|molten-metal|chemical,EN ISO 11612|EN ISO 11611|EN 1149|EN 13034|EN 469|EN 15614|OEKO-TEX 100,"Tkanina ripstop 46% meta Aramid 50% para Aramid 2% Pbo 2% Carbon, 180 g/m²","46% meta Aramid 50% para Aramid 2% Pbo 2% Carbon ripstop fabric , 180 gr/m'2","180 g/m², 46% meta Aramid 50% para Aramid 2% Pbo 2% Carbon, trudnopalna inherentnie, antystatyczna, tkanina Aramid w splocie ripstop-skośnym","180 g/m², 46% meta Aramid 50% para Aramid 2% Pbo 2% Carbon, Inherent Flame Retardant, Antistatic, Ripstop-twill Fabric Aramid fabric","46% meta Aramid 50% para Aramid 2% Pbo 2% Carbon. || Trudnopalna inherentnie tkanina w splocie ripstop-skośnym || przeznaczona dla strażaków leśnych. Aramid D5 180 Rb została opracowana do pracy w warunkach pożarów lasów i terenów leśnych, charakteryzuje się wysoką zawartością p-Aramidu i Pbo. || Tkanina trudnopalna inherentnie z certyfikatem EN ISO 11612. || Certyfikat antystatyczny (EN 1149-5) || Odporność na większość przemysłowych substancji chemicznych. (EN ISO 13034)",firefighting,Straż pożarna,Firefighting,96,,,,,https://ariteks.pl/ariteks/fabrics/aramid-d5-180-rb/images/aramid-d5-180-rb-main-pic-m__f3b1218e31.jpg,https://ariteks.pl/fabrics/aramid/aramid-d5-180-rb,https://ariteks.pl/en/fabrics/aramid/aramid-d5-180-rb,https://ariteks.pl/fabrics/aramid,https://ariteks.pl/en/fabrics/aramid,https://ariteks.pl/ariteks/fabrics/aramid-d5-180-rb/documents/aramid-d5-180-rb-ds__fa2d5c3826.pdf,https://ariteks.pl/ariteks/fabrics/aramid-d5-180-rb/documents/aramid-d5-180-rb-5694-orman-ogm-tum-testler__ed2d42780a.pdf|https://ariteks.pl/ariteks/fabrics/aramid-d5-180-rb/documents/aramid-d5-180-rb-5694-orman-ogm-renk-farki__7a2257565f.pdf,https://ariteks.pl/ariteks/fabrics/aramid-d5-180-rb/data/fabric-complete-record.json,1,24
arbo-knit,ArBo Knit,ArBo,arbo,pbo,Tkaniny PBO ultra ognioodporne,PBO ultra fire-resistant,250 g/m²,250,58% p-AR 40% PBO 2% CF,Pique,pique,p-ar|pbo|cf,fr|inherent-fr|antistatic,EN ISO 11612|EN 1149|OEKO-TEX 100,"Dzianina 58% para-Aramid 40% Pbo 2% Carbon, 220 g/m²","58% para Aramid 40% Pbo 2% Carbon knit fabric, 220 gr/m'2","250 g/m², 58% p-Aramid 40% Pbo 2% Carbon, trudnopalny inherentnie, antystatyczny, tkanina Pique","250 g/m², 58% p-Aramid 40% Pbo 2% Carbon, Inherent Flame Retardant, Antistatic, Pique Fabric","Najmocniejsza na świecie syntetyczna tkanina techniczna zawierająca włókno Pbo (polifenyleno-benzobisoksazol) || 250 g/m², 58% p-Aramid, 40% Pbo, 2% Carbon. ArBo Knit jest przeznaczona do wykonywania koszulek wewnętrznych dla strażaków. || ArBo Knit to dzianina o wyjątkowo wysokiej odporności ogniowej || stosowana do koszulek dla strażaków. || Tkanina trudnopalna z certyfikatem EN 11612. || Antystatyczna (EN 1149-5) || ArBo Knit to najlepszy materiał we wszystkich kategoriach jako podkoszulek do ubrań bojowych.",firefighting,Straż pożarna,Firefighting,98,,,,,https://ariteks.pl/ariteks/fabrics/arbo-knit/images/arbo-knit-main-pic-m__3e66cb32fa.jpg,https://ariteks.pl/fabrics/arbo/arbo-knit,https://ariteks.pl/en/fabrics/arbo/arbo-knit,https://ariteks.pl/fabrics/arbo,https://ariteks.pl/en/fabrics/arbo,https://ariteks.pl/ariteks/fabrics/arbo-knit/documents/arbo-knit-ds__2efe24a0d8.pdf,,https://ariteks.pl/ariteks/fabrics/arbo-knit/data/fabric-complete-record.json,1,21
arwowear-t4-emk,ArWoWear T4 EMK,ArEMK,aremk,emi,Tkaniny ekranujące EMI,EMI shielding fabrics,200 g/m²,200,55% PES 25% CO 20% MTF,2/1S Twill,twill,pes|co|mtf,antistatic|emi,IEC 60895|OEKO-TEX 100,Tkanina 55% Poliester 25% Bawełna 20% Stal Nierdzewna,55% Polyester 25% Cotton 20% Stainless Steel Fabric,"200 g/m², 55% Polyester 25% Cotton 20% Stainless Steel, ekranowanie EMI, przewodząca tkanina w splocie skośnym 2/1 S","200 g/m², 55% Polyester 25% Cotton 20% Stainless Steel, EMI shielding, Conductive 2/1 S Twill Fabric","Przewodząca tkanina w splocie skośnym: 55% PES, 25% CO, 20% stal nierdzewna, przeznaczona do ekranowania EMI. || Tkaniny ArWoWear T4 EMK znajdują zastosowanie jako materiał ekranujący EMI do wykończenia ścian oraz w odzieży dziecięcej, skutecznie redukując oddziaływanie wszelkiego rodzaju fal elektromagnetycznych. || Dodatkowe obszary zastosowań obejmują: odzież przewodzącą dla pracowników wykonujących prace pod napięciem, zastosowania przeciwradarowe w osłonach wojskowych oraz opaski lecznicze redukujące stres i ból. || Tkanina Arox T4 Antibac posiada certyfikat IEC 60895 w zakresie odzieży dla pracowników wykonujących prace pod napięciem.",energy,Energetyka,Energy sector,88,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t4-emk/images/arwowear-t4-emk-main-pic-m__d2d1265a07.jpg,https://ariteks.pl/fabrics/aremk/arwowear-t4-emk,https://ariteks.pl/en/fabrics/aremk/arwowear-t4-emk,https://ariteks.pl/fabrics/aremk,https://ariteks.pl/en/fabrics/aremk,https://ariteks.pl/ariteks/fabrics/arwowear-t4-emk/documents/arwowear-t4-emk-ds__ee3ca64229.pdf,,https://ariteks.pl/ariteks/fabrics/arwowear-t4-emk/data/fabric-complete-record.json,2,21
arshirt-emk,ArShirt EMK,ArEMK,aremk,emi,Tkaniny ekranujące EMI,EMI shielding fabrics,220 g/m²,220,80% PES 20% MTF,Pique,pique,pes|mtf,emi,IEC 60895|OEKO-TEX 100,Dzianina z 80% Polyester 20% Stainless Steel,80% Polyester 20% Stainless Steel Knit Fabric,"220 g/m², 80% Polyester 20% Stainless Steel, ekranowanie EMI, dzianina pique. Dzianina pique z 80% Polyester 20% Stainless Steel do ekranowania EMI","220 g/m², 80% Polyester 20% Stainless Steel, EMI shielding, pique knit fabric. 80% Polyester 20% Stainless Steel emi shielding pique knit fabric","Tkaniny ArShirt EMK mogą być stosowane jako ekranowanie EMI dla ścian oraz odzieży dziecięcej, skutecznie redukując wszelkiego rodzaju promieniowanie elektromagnetyczne. || Kolejne zastosowania obejmują odzież przewodzącą dla pracowników linii energetycznych pod napięciem, aplikacje antyradarowe do klatek wojskowych oraz opaski antystresowe i przeciwbólowe. || ArShirt EMK posiada certyfikat 60895 dla odzieży pracowników linii energetycznych.",energy,Energetyka,Energy sector,88,,,,,https://ariteks.pl/ariteks/fabrics/arshirt-emk/images/arshirt-emk-main-pic-m__2eacd30921.jpg,https://ariteks.pl/fabrics/aremk/arshirt-emk,https://ariteks.pl/en/fabrics/aremk/arshirt-emk,https://ariteks.pl/fabrics/aremk,https://ariteks.pl/en/fabrics/aremk,https://ariteks.pl/ariteks/fabrics/arshirt-emk/documents/arshirt-emk-ds__4736d25dd8.pdf,,https://ariteks.pl/ariteks/fabrics/arshirt-emk/data/fabric-complete-record.json,0,20
armedi,ArMedi,ArMedi,armedi,medical,Tkaniny medyczne,Medical fabrics,180 g/m²,180,75% PES 25% CV,1/1 Plain,plain,pes|cv,,OEKO-TEX 100,"Tkanina medyczna wodoodporna (hydrofobowa) i olejoodporna, splot płócienny 1/1, 180 g/m², 75% PES / 25% CV",Medical Fabric,"180 g/m², 75% Polyester 25% Viscose, tkanina w splocie płóciennym 1/1 z wykończeniem wodoodpornym (hydrofobowym) i olejoodpornym","180 g/m², 75% Polyester 25% Viscose, Water and Oil Repellent 1/1 Plain Woven Fabric","Tkanina o gramaturze 180 g/m² wykonana w splocie płóciennym 1/1 z mieszanki 75% PES i 25% CV, przeznaczona do produkcji odzieży medycznej oraz mundurków służbowych. || Dodatek wiskozy zapewnia podwyższony komfort użytkowania, co czyni ją szczególnie odpowiednią dla pracowników służby zdrowia i placówek oświatowych. || Wykończenie wodoodporne (hydrofobowe) i olejoodporne wydłuża trwałość użytkową wyrobu i ułatwia utrzymanie odzieży w czystości w warunkach codziennej eksploatacji. || Tkanina spełnia wymagania szeregu norm EN ISO w zakresie odporności wybarwień, wytrzymałości na rozciąganie i rozdzieranie, zmiany wymiarów oraz odporności na zwilżanie.",medical,Medycyna,Medical,98,,,,,https://ariteks.pl/ariteks/fabrics/armedi/images/armedi-main-pic-m__db9354cee1.jpg,https://ariteks.pl/fabrics/armedi/armedi,https://ariteks.pl/en/fabrics/armedi/armedi,https://ariteks.pl/fabrics/armedi,https://ariteks.pl/en/fabrics/armedi,https://ariteks.pl/ariteks/fabrics/armedi/documents/armedi-ds__3f6bed37fe.pdf,,https://ariteks.pl/ariteks/fabrics/armedi/data/fabric-complete-record.json,5,18
arox-t2-wr-antibac,Arox T2 WR/Antibac,ArMedi Antibac,armedi-antibac,antibacterial,Antybakteryjne z jonami srebra,Antibacterial silver fabrics,160 g/m²,160,97% PES 3% Ag,2/1 Twill,twill,pes|ag,inherent-fr|antibacterial,EN 14683|EN 13795|ISO 18184|OEKO-TEX 100,Tkanina 97% Polyester 3% Silver z inherentną ochroną antybakteryjną,97% Polyester 3% Silver Inherent Antibacterial Fabric,"160 g/m², 97% Polyester 3% Silver, działanie antybakteryjne inherentne, wodoodporny (hydrofobowy) i olejoodporny, tkanina w splocie 2/1 S skośnym","160 g/m², 97% Polyester 3% Silver, Inherent Antibacterial, Water and Oil Repellent 2/1 S Twill Fabric","Tkanina w splocie skośnym 97% Polyester 3% Silver z inherentną ochroną antybakteryjną, przeznaczona do odzieży medycznej, z wplecioną przędzą srebrną. Tkaniny Arox T2 WR/Antibac stosowane są przede wszystkim w aplikacjach medycznych, gdzie wymagane są zaawansowane właściwości antybakteryjne. || Skutecznie eliminuje powstawanie nieprzyjemnych zapachów oraz namnażanie bakterii na skórze. || Tkanina Arox T2 WR/Antibac została przebadana zgodnie z normami AATCC 147, AATCC 100, ASTM E 2149 oraz posiada certyfikat EN 13795.",medical,Medycyna,Medical,96,,,,,https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/images/arox-t2-wr-antibac-main-pic-m__32a419cf64.jpg,https://ariteks.pl/fabrics/armedi-antibac/arox-t2-wr-antibac,https://ariteks.pl/en/fabrics/armedi-antibac/arox-t2-wr-antibac,https://ariteks.pl/fabrics/armedi-antibac,https://ariteks.pl/en/fabrics/armedi-antibac,https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-ds__6f9ec2cb66.pdf,https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-3071-tr__4a16985d1d.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-3071-en__3279750f01.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso-6330-en__e2e129cb89.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-14362-1-tr__568c68429c.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-14362-1-en__62a7b994bb.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso105-d01-en__3e0299ad69.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso-105-x11-tr__56747a2a82.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso-105-x12-en__dc63c93f4e.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso-13934-1-en__82cd524757.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso-13934-1-n-en__bda0904240.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-24920-en__b5777e1d06.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-iso-105-e04-en__839018401f.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-13937-2-en__02317c61ad.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-astme-2149-test-report__22176b5972.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-astme-2149-test-report-2__5b424396cc.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-astme-2149-test-report-50-wash-en__f4d60e1c00.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-astme-2149-test-report-100-wash-en__d9c767bde5.pdf|https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/documents/arox-t2-wr-antibac-en-14683__5a57bfcbe5.pdf,https://ariteks.pl/ariteks/fabrics/arox-t2-wr-antibac/data/fabric-complete-record.json,3,20
arwowear-t4-antibac,ArWoWear T4 Antibac,ArMedi Antibac,armedi-antibac,antibacterial,Antybakteryjne z jonami srebra,Antibacterial silver fabrics,200 g/m²,200,63% PES 34% CO 3% Ag,2/1 Twill,twill,pes|co|ag,inherent-fr|antibacterial,EN 13795|ISO 18184|OEKO-TEX 100,Tkanina antybakteryjna inherentna 63% PES 34% CO 3% srebro,63% Polyester 34% Cotton 3% Silver Inherent Antibacterial Fabric,"200 g/m², 63% PES 34% CO 3% srebro, antybakteryjna inherentnie, wodoodporna (hydrofobowa) i oleofobowa, tkanina w splocie skośnym 2/1 S","200 g/m², 63% Polyester 34% Cotton 3% Silver, Inherent Antibacterial, Water and Oil Repellent 2/1 S Twill Fabric","Tkanina w splocie skośnym 63% PES 34% CO 3% srebro, antybakteryjna inherentnie, przeznaczona do odzieży medycznej, z wplecioną przędzą srebrną. || Tkaniny ArWoWear T4 Antibac są stosowane przede wszystkim w aplikacjach medycznych, zapewniając zaawansowane właściwości antybakteryjne. || Skutecznie eliminuje powstawanie nieprzyjemnych zapachów oraz namnażanie się bakterii na ciele użytkownika i materacach szpitalnych. || ArWoWear T4 Antibac posiada wyniki badań zgodnych z AATCC 147, AATCC 100, ASTM E 2149 oraz certyfikat EN 13795.",medical,Medycyna,Medical,97,,,,,https://ariteks.pl/ariteks/fabrics/arwowear-t4-antibac/images/arwowear-t4-antibac-main-pic-m__82cd5d9e3a.jpg,https://ariteks.pl/fabrics/armedi-antibac/arwowear-t4-antibac,https://ariteks.pl/en/fabrics/armedi-antibac/arwowear-t4-antibac,https://ariteks.pl/fabrics/armedi-antibac,https://ariteks.pl/en/fabrics/armedi-antibac,https://ariteks.pl/ariteks/fabrics/arwowear-t4-antibac/documents/arwowear-t4-antibac-ds__6484068e4d.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t4-antibac/documents/astme-2149-test-report__73d932b4a5.pdf,https://ariteks.pl/ariteks/fabrics/arwowear-t4-antibac/data/fabric-complete-record.json,3,20
